blk_no,street
521,BEDOK NTH AVE 1,521,BEDOK NORTH AVENUE 1,521 BEDOK NORTH AVENUE 1 HDB-BEDOK SINGAPORE 460521,1.330253071,103.9270583
521,HOUGANG AVE 6,521,HOUGANG AVENUE 6,521 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530521,1.3733997569999998,103.8909745
521,JELAPANG RD,521A,JELAPANG ROAD,521A JELAPANG ROAD MULTI STOREY CAR PARK SINGAPORE 671521,1.3870809480000001,103.7659571
521,JURONG WEST ST 52,521,JURONG WEST STREET 52,521 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640521,1.3465925440000002,103.7172476
521,PASIR RIS ST 52,521A,PASIR RIS STREET 52,521A PASIR RIS STREET 52 MULTI STOREY CAR PARK SINGAPORE 511521,1.373902301,103.9440015
521,SERANGOON NTH AVE 4,521,SERANGOON NORTH AVENUE 4,521 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550521,1.373355791,103.8732427
521,WOODLANDS DR 14,521,WOODLANDS DRIVE 14,521 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730521,1.433716,103.7933262
521A,JELAPANG RD,521A,JELAPANG ROAD,521A JELAPANG ROAD MULTI STOREY CAR PARK SINGAPORE 671521,1.3870809480000001,103.7659571
521A,PASIR RIS ST 52,521A,PASIR RIS STREET 52,521A PASIR RIS STREET 52 MULTI STOREY CAR PARK SINGAPORE 511521,1.373902301,103.9440015
521A,WOODLANDS DR 14,521A,WOODLANDS DRIVE 14,521A WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 731521,1.4339443180000002,103.7935884
522,ANG MO KIO AVE 5,522,ANG MO KIO AVENUE 5,522 ANG MO KIO AVENUE 5 HDB-ANG MO KIO SINGAPORE 560522,1.373115919,103.85194940000001
522,BEDOK NTH AVE 1,522,BEDOK NORTH AVENUE 1,522 BEDOK NORTH AVENUE 1 HDB-BEDOK SINGAPORE 460522,1.330663029,103.9269804
522,HOUGANG AVE 6,522,HOUGANG AVENUE 6,522 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530522,1.373424665,103.89185690000001
522,JELAPANG RD,522,JELAPANG ROAD,522 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670522,1.3863317119999998,103.7661709
522,JURONG WEST ST 52,522,JURONG WEST STREET 52,522 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640522,1.3464539640000002,103.7166577
522,SERANGOON NTH AVE 4,522,SERANGOON NORTH AVENUE 4,522 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550522,1.3726347669999999,103.8733983
522,TAMPINES CTRL 7,522,TAMPINES CENTRAL 7,522 TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 520522,1.358576773,103.938447
522,WOODLANDS DR 14,522,WOODLANDS DRIVE 14,522 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730522,1.433800341,103.79389309999999
522A,TAMPINES CTRL 7,522A,TAMPINES CENTRAL 7,522A TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 521522,1.357769138,103.93839200000001
522B,TAMPINES CTRL 7,522B,TAMPINES CENTRAL 7,522B TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 522522,1.357822766,103.9390848
522C,TAMPINES CTRL 7,522C,TAMPINES CENTRAL 7,522C TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 523522,1.3580048130000002,103.9394161
523,ANG MO KIO AVE 5,523,ANG MO KIO AVENUE 5,523 ANG MO KIO AVENUE 5 HDB-ANG MO KIO SINGAPORE 560523,1.372941936,103.85286640000001
523,BEDOK NTH ST 3,523,BEDOK NORTH STREET 3,523 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460523,1.33435472,103.930612
523,BT BATOK ST 52,523,BUKIT BATOK STREET 52,523 BUKIT BATOK STREET 52 HDB-BUKIT BATOK SINGAPORE 650523,1.35669994,103.7523064
523,CHOA CHU KANG ST 51,523,CHOA CHU KANG STREET 51,523 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680523,1.391559178,103.740845
523,HOUGANG AVE 6,523,HOUGANG AVENUE 6,523 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530523,1.3737209119999998,103.89070699999999
523,JELAPANG RD,523,JELAPANG ROAD,523 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670523,1.3869750280000002,103.76570090000001
523,JURONG WEST ST 52,523,JURONG WEST STREET 52,523 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640523,1.346755476,103.7161578
10,MARSILING DR,10,MARSILING DRIVE,10 MARSILING DRIVE MARSILING GARDENS SINGAPORE 730010,1.4408056740000001,103.7773186
523,SERANGOON NTH AVE 4,523,SERANGOON NORTH AVENUE 4,523 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550523,1.373012467,103.872876
523,WOODLANDS DR 14,523,WOODLANDS DRIVE 14,523 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730523,1.433235129,103.7939883
523A,TAMPINES CTRL 7,523A,TAMPINES CENTRAL 7,523A TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 521523,1.359370987,103.9383786
523A,WOODLANDS DR 14,523A,WOODLANDS DRIVE 14,523A WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 731523,1.4329197830000002,103.7939069
523B,TAMPINES CTRL 7,523B,TAMPINES CENTRAL 7,523B TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 522523,1.359866681,103.9383729
523C,TAMPINES CTRL 7,523C,TAMPINES CENTRAL 7,523C TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 523523,1.359886708,103.93887
523D,TAMPINES CTRL 7,523D,TAMPINES CENTRAL 7,523D TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 524523,1.35935847,103.9389088
524,ANG MO KIO AVE 5,524,ANG MO KIO AVENUE 5,524 ANG MO KIO AVENUE 5 HDB-ANG MO KIO SINGAPORE 560524,1.373378294,103.8530425
524,BEDOK NTH ST 3,524,BEDOK NORTH STREET 3,524 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460524,1.334840353,103.9306378
524,BT BATOK ST 52,524,BUKIT BATOK STREET 52,524 BUKIT BATOK STREET 52 HDB-BUKIT BATOK SINGAPORE 650524,1.357223389,103.75265470000001
524,CHOA CHU KANG ST 51,524,CHOA CHU KANG STREET 51,524 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680524,1.391578626,103.7411579
524,HOUGANG AVE 6,524,HOUGANG AVENUE 6,524 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530524,1.374075675,103.8907158
524,JELAPANG RD,524,JELAPANG ROAD,524 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670524,1.3861354959999999,103.7658635
524,JURONG WEST ST 52,524,JURONG WEST STREET 52,524 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640524,1.347197626,103.7172467
524,SERANGOON NTH AVE 4,524,SERANGOON NORTH AVENUE 4,524 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550524,1.372695079,103.8728568
524,TAMPINES CTRL 7,524,TAMPINES CENTRAL 7,524 TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 520524,1.358507237,103.93870550000001
524,WOODLANDS DR 14,524,WOODLANDS DRIVE 14,524 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730524,1.432647685,103.79367950000001
524A,JELAPANG RD,524A,JELAPANG ROAD,524A JELAPANG ROAD OCBC GREENRIDGE SHOPPING CENTRE SINGAPORE 671524,1.385405693,103.7662285
524A,PASIR RIS ST 51,524A,PASIR RIS STREET 51,524A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511524,1.3712796930000002,103.94771490000001
524A,TAMPINES CTRL 7,524A,TAMPINES CENTRAL 7,524A TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 521524,1.358350903,103.9389088
524A,WOODLANDS DR 14,524A,WOODLANDS DRIVE 14,524A WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 731524,1.433230894,103.7933277
524B,PASIR RIS ST 51,524B,PASIR RIS STREET 51,524B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512524,1.370931785,103.9475626
524B,TAMPINES CTRL 7,524B,TAMPINES CENTRAL 7,524B TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 522524,1.358958135,103.9389111
524C,PASIR RIS ST 51,524C,PASIR RIS STREET 51,524C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513524,1.370545294,103.9475946
525,ANG MO KIO AVE 10,525,ANG MO KIO AVENUE 10,525 ANG MO KIO AVENUE 10 CHENG SAN CENTRE SINGAPORE 560525,1.372626669,103.8539767
525,BEDOK NTH ST 3,525,BEDOK NORTH STREET 3,525 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460525,1.334601139,103.9294453
525,BT BATOK ST 52,525,BUKIT BATOK STREET 52,525 BUKIT BATOK STREET 52 HDB-BUKIT BATOK SINGAPORE 650525,1.357105166,103.7522046
525,CHOA CHU KANG ST 51,525,CHOA CHU KANG STREET 51,525 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680525,1.3915068919999998,103.74153869999999
525,HOUGANG AVE 6,525,HOUGANG AVENUE 6,525 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530525,1.3748232790000001,103.89136690000001
525,JELAPANG RD,525A,JELAPANG ROAD,525A JELAPANG ROAD MULTI STOREY CAR PARK SINGAPORE 671525,1.386316579,103.76536870000001
101B,PUNGGOL FIELD,101B,PUNGGOL FIELD,101B PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 822101,1.397847151,103.9064361
525,JURONG WEST ST 52,525,JURONG WEST STREET 52,525 JURONG WEST STREET 52 SINGAPORE 640525,1.347316362,103.7163296
525,SERANGOON NTH AVE 4,525,SERANGOON NORTH AVENUE 4,525 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550525,1.3721432040000001,103.872737
525,WOODLANDS DR 14,525A,WOODLANDS DRIVE 14,525A WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 731525,1.432573645,103.7929172
525A,JELAPANG RD,525A,JELAPANG ROAD,525A JELAPANG ROAD MULTI STOREY CAR PARK SINGAPORE 671525,1.386316579,103.76536870000001
525A,PASIR RIS ST 51,525A,PASIR RIS STREET 51,525A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511525,1.3691998909999998,103.9472983
525A,WOODLANDS DR 14,525A,WOODLANDS DRIVE 14,525A WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 731525,1.432573645,103.7929172
525B,PASIR RIS ST 51,525B,PASIR RIS STREET 51,525B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512525,1.369590483,103.947456
525C,PASIR RIS ST 51,525C,PASIR RIS STREET 51,525C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513525,1.3699604909999998,103.94745209999999
526,ANG MO KIO AVE 10,526,ANG MO KIO AVENUE 10,526 ANG MO KIO AVENUE 10 CHENG SAN CENTRE SINGAPORE 560526,1.3730699309999999,103.8540893
526,BEDOK NTH ST 3,526,BEDOK NORTH STREET 3,526 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460526,1.334215519,103.9291298
526,BT BATOK ST 51,526,BUKIT BATOK STREET 51,526 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650526,1.357188206,103.75112390000001
526,CHOA CHU KANG ST 51,526,CHOA CHU KANG STREET 51,526 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680526,1.391354054,103.7418933
526,HOUGANG AVE 6,526,HOUGANG AVENUE 6,526 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530526,1.374407401,103.8905638
526,JELAPANG RD,526,JELAPANG ROAD,526 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670526,1.3854586290000002,103.7652187
526,JURONG WEST ST 52,526,JURONG WEST STREET 52,526 JURONG WEST STREET 52 SINGAPORE 640526,1.347671896,103.71704840000001
526,PASIR RIS ST 51,526,PASIR RIS STREET 51,526 PASIR RIS STREET 51 COSTA RIS SINGAPORE 510526,1.368039389,103.94745440000001
526,SERANGOON NTH AVE 4,526,SERANGOON NORTH AVENUE 4,526 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550526,1.37177912,103.87278559999999
526,WOODLANDS DR 14,526,WOODLANDS DRIVE 14,526 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730526,1.432896143,103.7927681
526A,PASIR RIS ST 51,526A,PASIR RIS STREET 51,526A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511526,1.367541624,103.9471054
526B,PASIR RIS ST 51,526B,PASIR RIS STREET 51,526B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512526,1.367892757,103.94703270000001
526C,PASIR RIS ST 51,526C,PASIR RIS STREET 51,526C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513526,1.368294306,103.947266
526D,PASIR RIS ST 51,526D,PASIR RIS STREET 51,526D PASIR RIS STREET 51 COSTA RIS SINGAPORE 514526,1.368668305,103.947274
527,ANG MO KIO AVE 10,527,ANG MO KIO AVENUE 10,527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527,1.3729619219999998,103.85445959999998
527,BEDOK NTH ST 3,527,BEDOK NORTH STREET 3,527 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460527,1.333911492,103.92815859999999
527,BT BATOK ST 51,527,BUKIT BATOK STREET 51,527 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650527,1.357078842,103.75154520000001
527,CHOA CHU KANG ST 51,527A,CHOA CHU KANG STREET 51,527A CHOA CHU KANG STREET 51 MULTI STOREY CAR PARK SINGAPORE 681527,1.392290894,103.74107059999999
527,HOUGANG AVE 6,527,HOUGANG AVENUE 6,527 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530527,1.3747631919999999,103.89062709999999
527,JELAPANG RD,527,JELAPANG ROAD,527 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670527,1.3862104919999998,103.7651126
527,JURONG WEST ST 52,527,JURONG WEST STREET 52,527 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640527,1.3478841719999999,103.71641740000001
527,PASIR RIS ST 51,527A,PASIR RIS STREET 51,527A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511527,1.368422935,103.9475937
527,SERANGOON NTH AVE 4,527,SERANGOON NORTH AVENUE 4,527 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550527,1.3713298999999999,103.8729229
527,WOODLANDS DR 14,527A,WOODLANDS DRIVE 14,527A WOODLANDS DRIVE 14 MULTI STOREY CAR PARK SINGAPORE 731527,1.431989664,103.7925793
527A,CHOA CHU KANG ST 51,527A,CHOA CHU KANG STREET 51,527A CHOA CHU KANG STREET 51 MULTI STOREY CAR PARK SINGAPORE 681527,1.392290894,103.74107059999999
527A,PASIR RIS ST 51,527A,PASIR RIS STREET 51,527A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511527,1.368422935,103.9475937
527A,WOODLANDS DR 14,527A,WOODLANDS DRIVE 14,527A WOODLANDS DRIVE 14 MULTI STOREY CAR PARK SINGAPORE 731527,1.431989664,103.7925793
527B,PASIR RIS ST 51,527B,PASIR RIS STREET 51,527B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512527,1.368994531,103.9477101
527C,PASIR RIS ST 51,527C,PASIR RIS STREET 51,527C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513527,1.369373299,103.9479702
527D,PASIR RIS ST 51,527D,PASIR RIS STREET 51,527D PASIR RIS STREET 51 COSTA RIS SINGAPORE 514527,1.369686255,103.94792240000001
528,ANG MO KIO AVE 10,528,ANG MO KIO AVENUE 10,528 ANG MO KIO AVENUE 10 SINGAPORE 560528,1.3725978069999998,103.8548782
528,BEDOK NTH ST 3,528,BEDOK NORTH STREET 3,528 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460528,1.334902876,103.9278382
528,BT BATOK ST 51,528,BUKIT BATOK STREET 51,528 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650528,1.3566514680000001,103.7510918
528,CHOA CHU KANG ST 51,528,CHOA CHU KANG STREET 51,528 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680528,1.392412455,103.74154899999999
528,HOUGANG AVE 6,528,HOUGANG AVENUE 6,528 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530528,1.3751191919999999,103.8907261
528,JELAPANG RD,528,JELAPANG ROAD,528 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670528,1.384790718,103.765617
528,JURONG WEST ST 52,528A,JURONG WEST STREET 52,528A JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 641528,1.348633744,103.7169273
528,PASIR RIS ST 51,528,PASIR RIS STREET 51,528 PASIR RIS STREET 51 COSTA RIS SINGAPORE 510528,1.370722266,103.9484317
528,SERANGOON NTH AVE 4,528,SERANGOON NORTH AVENUE 4,528 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550528,1.371418524,103.8721798
528,WOODLANDS DR 14,528,WOODLANDS DRIVE 14,528 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730528,1.4314892719999999,103.7925584
528A,PASIR RIS ST 51,528A,PASIR RIS STREET 51,528A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511528,1.370210669,103.9479865
528B,PASIR RIS ST 51,528B,PASIR RIS STREET 51,528B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512528,1.370623404,103.94816379999999
528C,PASIR RIS ST 51,528C,PASIR RIS STREET 51,528C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513528,1.3709853090000002,103.9482169
529,ANG MO KIO AVE 10,529,ANG MO KIO AVENUE 10,529 ANG MO KIO AVENUE 10 CHENG SAN CENTRE SINGAPORE 560529,1.3723435819999998,103.8554554
529,BEDOK NTH ST 3,529,BEDOK NORTH STREET 3,529 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460529,1.3342694609999999,103.9265423
529,CHOA CHU KANG ST 51,529,CHOA CHU KANG STREET 51,529 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680529,1.392192181,103.74214350000001
529,HOUGANG AVE 6,529,HOUGANG AVENUE 6,529 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530529,1.375468965,103.8907295
529,JELAPANG RD,529,JELAPANG ROAD,529 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670529,1.38592297,103.7646135
529,JURONG WEST ST 52,529,JURONG WEST STREET 52,529 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640529,1.348416729,103.7161916
529,PASIR RIS DR 1,529,PASIR RIS DRIVE 1,529 PASIR RIS DRIVE 1 PASIR RIS ONE SINGAPORE 510529,1.3713125869999998,103.95012249999999
529,SERANGOON NTH AVE 4,529,SERANGOON NORTH AVENUE 4,529 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550529,1.3728003219999998,103.872108
529,WOODLANDS DR 14,529,WOODLANDS DRIVE 14,529 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730529,1.431634146,103.792879
529A,JELAPANG RD,529A,JELAPANG ROAD,529A JELAPANG ROAD MULTI STOREY CAR PARK SINGAPORE 671529,1.38547806,103.7646455
533,JURONG WEST ST 52,533,JURONG WEST STREET 52,533 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640533,1.348911526,103.7164588
53,C'WEALTH DR,53,COMMONWEALTH DRIVE,53 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142053,1.3020587829999999,103.7965817
53,CHAI CHEE ST,53,CHAI CHEE STREET,53 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 460053,1.328462891,103.9199785
53,CHIN SWEE RD,53,CHIN SWEE ROAD,53 CHIN SWEE ROAD HDB-CENTRAL AREA SINGAPORE 160053,1.28762317,103.84146290000001
53,GEYLANG BAHRU,53,GEYLANG BAHRU,53 GEYLANG BAHRU GEYLANG BAHRU RIVERPOINT SINGAPORE 330053,1.324322313,103.86815959999998
53,HAVELOCK RD,53,HAVELOCK ROAD,53 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161053,1.289336654,103.8289203
53,JLN MA'MOR,53,JALAN MA'MOR,53 JALAN MA'MOR HDB-KALLANG/WHAMPOA SINGAPORE 320053,1.328278539,103.85609740000001
53,KENT RD,53,KENT ROAD,53 KENT ROAD KENT VILLE SINGAPORE 210053,1.316525427,103.852092
53,LENGKOK BAHRU,53,LENGKOK BAHRU,53 LENGKOK BAHRU HDB-BUKIT MERAH SINGAPORE 150053,1.288847235,103.8134506
53,LOR 5 TOA PAYOH,53,LORONG 5 TOA PAYOH,53 LORONG 5 TOA PAYOH TOA PAYOH VISTA SINGAPORE 310053,1.337804522,103.85079329999999
53,MARINE TER,53,MARINE TERRACE,53 MARINE TERRACE MARINE TERRACE HAVEN SINGAPORE 440053,1.3051310409999999,103.91638780000001
53,NEW UPP CHANGI RD,53,NEW UPPER CHANGI ROAD,53 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 461053,1.324326841,103.94243
53,PIPIT RD,53,PIPIT ROAD,53 PIPIT ROAD HDB-MACPHERSON SINGAPORE 370053,1.323993056,103.8866927
53,SIMS PL,53,SIMS PLACE,53 SIMS PLACE SIMS VISTA SINGAPORE 380053,1.317823747,103.88007759999999
53,STIRLING RD,53,STIRLING ROAD,53 STIRLING ROAD HDB-QUEENSTOWN SINGAPORE 141053,1.296646199,103.8036194
