ServiceNo,Direction,StopSequence,Distance,BusStopCode
145,1,10,3.6,50241
145,1,11,3.9,07249
145,1,12,4.2,07359
145,1,13,4.5,07369
145,1,14,4.7,07379
145,1,15,5,01339
145,1,16,5.4,01329
145,1,17,5.9,01229
145,1,18,6.3,01139
145,1,19,6.6,01039
145,1,20,6.8,01029
145,1,21,7.3,04167
145,1,22,7.6,04249
145,1,23,8,05029
145,1,24,8.4,05199
145,1,25,8.9,05269
145,1,26,9.3,05429
145,1,27,9.6,05419
145,1,28,9.8,05431
145,1,29,10.1,05649
145,1,30,10.4,14061
145,1,31,10.9,14071
145,1,32,11.3,14081
145,1,33,11.7,14101
145,1,34,12.5,14141
145,1,35,12.8,14121
145,1,36,13.2,14131
145,1,37,13.7,14151
145,1,38,14.3,14041
145,1,39,14.7,14051
145,1,40,15.2,14241
145,1,41,15.5,10331
145,1,42,16,10341
145,1,43,16.3,10351
145,1,44,16.6,10181
145,1,45,16.8,10191
145,1,46,17.1,10201
145,1,47,17.5,10281
145,1,48,17.9,10291
145,1,49,18.4,11131
145,1,50,18.6,11141
145,1,51,19.2,11151
145,1,52,19.8,11161
145,1,53,20.3,11171
145,1,54,20.8,11389
145,1,55,21,11379
145,2,1,0,11379
145,2,2,0.3,11189
145,2,3,0.5,11179
145,2,4,1.1,11169
145,2,5,1.9,11159
145,2,6,2.3,11149
145,2,7,2.6,11139
145,2,8,3.1,10299
145,2,9,3.9,10209
145,2,10,4.2,10199
145,2,11,4.5,10189
145,2,12,4.7,10359
145,2,13,5,10349
145,2,14,5.5,10339
145,2,15,5.7,14249
145,2,16,6.2,14059
145,2,17,6.6,14049
145,2,18,7.1,14159
145,2,19,7.5,14139
145,2,20,8,14129
145,2,21,8.3,14119
145,2,22,9,14109
145,2,23,9.4,14089
145,2,24,10.2,14069
145,2,25,10.8,05641
145,2,26,11,05651
145,2,27,11.2,05411
145,2,28,11.5,05421
145,2,29,11.7,05271
145,2,30,12.1,05241
145,2,31,12.8,05022
145,2,32,13.3,04222
145,2,33,13.6,04223
145,2,34,14.2,04151
145,2,35,14.6,01013
145,2,36,15,01113
145,2,37,15.4,01121
145,2,38,15.7,01211
145,2,39,16,01311
145,2,40,16.3,07371
145,2,41,16.6,07361
145,2,42,16.9,07351
145,2,43,17.2,07241
145,2,44,17.5,50249
145,2,45,17.7,50239
145,2,46,18.1,50229
145,2,47,18.5,50209
145,2,48,18.7,50199
145,2,49,19,50189
145,2,50,19.2,50179
145,2,51,19.5,50169
145,2,52,19.9,51011
145,2,53,20.8,52071
145,2,54,21.5,52009
145A,1,1,0,10209
145A,1,2,0.3,10199
145A,1,3,0.6,10189
145A,1,4,0.8,10359
145A,1,5,1.1,10349
145A,1,6,1.6,10339
145A,1,7,1.8,14249
147,1,1,0,64009
147,1,2,0.7,64041
147,1,3,1.1,64051
147,1,4,1.6,64071
147,1,5,2.1,64039
147,1,6,2.4,64369
147,1,7,2.7,64359
147,1,8,3.1,64349
147,1,9,3.4,63379
147,1,10,3.8,63389
147,1,11,4.1,63399
147,1,12,4.4,63319
147,1,13,4.7,63219
147,1,14,5,63209
147,1,15,5.4,63199
147,1,16,5.7,63189
147,1,17,5.9,63179
147,1,18,6.3,63369
147,1,19,6.7,66379
147,1,20,7.2,62139
147,1,21,7.5,62129
147,1,22,7.8,62119
147,1,23,8.1,61049
147,1,24,8.5,61039
147,1,25,8.8,61029
147,1,26,9.1,61019
147,1,27,9.4,60269
147,1,28,9.5,60209
147,1,29,10,60179
147,1,30,10.2,60159
147,1,31,10.5,60139
147,1,32,11,60119
147,1,33,11.5,60099
147,1,34,11.8,07329
147,1,35,12.1,07319
147,1,36,12.6,07419
147,1,37,12.9,07529
147,1,38,13.4,07518
147,1,39,13.8,04019
147,1,40,14.3,04159
147,1,41,14.6,04149
147,1,42,14.9,04229
147,1,43,15.1,04239
147,1,44,15.4,05059
147,1,45,15.6,05049
147,1,46,16,05039
147,1,47,16.3,05019
147,1,48,16.4,05069
147,1,49,16.8,10011
147,1,50,17.1,10041
147,1,51,17.5,10051
147,1,52,17.8,10061
147,1,53,18.2,10071
147,1,54,18.4,10501
147,1,55,18.7,10081
147,1,56,19.3,10091
147,1,57,19.8,10101
147,1,58,20.3,10111
147,1,59,20.6,10131
147,1,60,21.3,11021
147,1,61,21.6,11031
147,1,62,22.3,11041
147,1,63,22.7,11051
147,1,64,23.2,11161
147,1,65,23.7,11171
147,1,66,24.1,11181
147,1,67,24.6,11191
147,1,68,25.1,19011
147,1,69,25.5,19021
147,1,70,25.9,19031
147,1,71,26.3,19041
147,1,72,27,17151
147,1,73,27.3,17161
147,1,74,27.7,17171
147,1,75,27.9,17009
147,2,1,0,17009
147,2,2,0.6,17239
147,2,3,1.1,17159
147,2,4,1.6,19049
147,2,5,2.1,19039
147,2,6,2.6,19029
147,2,7,2.9,19019
147,2,8,3.3,11199
147,2,9,3.8,11189
147,2,10,4,11179
147,2,11,4.6,11169
147,2,12,5.2,11059
147,2,13,5.6,11049
147,2,14,6,11039
147,2,15,6.4,11029
147,2,16,7,11019
147,2,17,7.3,10139
147,2,18,7.6,10119
147,2,19,7.8,10109
147,2,20,8.3,10099
147,2,21,8.8,10089
147,2,22,9.4,10079
147,2,23,9.8,10069
147,2,24,10.1,10059
147,2,25,10.4,10049
147,2,26,10.8,10017
147,2,27,10.9,10018
147,2,28,11.3,05012
147,2,29,11.9,05022
147,2,30,12.4,04222
147,2,31,12.7,04223
147,2,32,13.1,04143
147,2,33,13.4,04121
147,2,34,13.8,08079
147,2,35,14,07011
147,2,36,14.4,07021
147,2,37,14.6,07031
147,2,38,15,07111
147,2,39,15.6,07211
147,2,40,15.9,07221
147,2,41,16.3,60101
147,2,42,16.6,60121
147,2,43,17,60141
147,2,44,17.3,60161
147,2,45,17.9,60201
147,2,46,18.1,60261
147,2,47,18.3,61011
147,2,48,18.6,61021
147,2,49,18.8,61031
147,2,50,19.1,61041
147,2,51,19.5,62111
147,2,52,19.7,62121
147,2,53,20,62131
147,2,54,20.6,66371
147,2,55,21,63361
147,2,56,21.4,63181
147,2,57,21.8,63191
147,2,58,22,63201
147,2,59,22.3,63211
147,2,60,22.7,63311
147,2,61,23.1,63391
147,2,62,23.4,63381
147,2,63,23.8,63371
147,2,64,24.1,64341
147,2,65,24.4,64351
147,2,66,24.7,64361
147,2,67,25.1,64031
147,2,68,25.6,64079
147,2,69,26.1,64059
147,2,70,26.4,64049
147,2,71,27.1,64009
147A,1,1,0,64009
147A,1,2,0.7,64041
147A,1,3,1.1,64051
147A,1,4,1.6,64071
147A,1,5,2.1,64039
147A,1,6,2.4,64369
147A,1,7,2.7,64359
147A,1,8,3.1,64349
147A,1,9,3.4,63379
147A,1,10,3.8,63389
147A,1,11,4.1,63399
147A,1,12,4.4,63319
147A,1,13,4.7,63219
147A,1,14,5,63209
147A,1,15,5.4,63199
147A,1,16,5.7,63189
147A,1,17,5.9,63179
147A,1,18,6.3,63369
147A,1,19,6.7,66379
147A,1,20,7.2,62139
147A,1,21,7.5,62129
147A,1,22,7.8,62119
147A,1,23,8.1,61049
147A,1,24,8.5,61039
147A,1,25,8.8,61029
147A,1,26,9.1,61019
147A,1,27,9.4,60269
147A,1,28,9.5,60209
147A,1,29,10,60179
147A,1,30,10.2,60159
147A,1,31,10.5,60139
147A,1,32,11,60119
147A,1,33,11.5,60099
147A,1,34,11.8,07329
147A,1,35,12.1,07319
147A,1,36,12.6,07419
147A,1,37,12.9,07529
147A,1,38,13.4,07518
147A,1,39,13.8,04019
147A,1,40,14.3,04159
147A,1,41,14.6,04149
147A,1,42,14.9,04229
147A,1,43,15.1,04239
147A,1,44,15.4,05059
147A,1,45,15.6,05049
147A,1,46,16,05039
147A,1,47,16.3,05019
14A,1,1,0,84009
14A,1,2,0.9,84359
14A,1,3,1.2,84211
14A,1,4,1.4,84221
14A,1,5,1.8,84231
14A,1,6,2.2,84241
14A,1,7,2.4,84281
14A,1,8,2.7,84061
14A,1,9,3.2,85091
14A,1,10,3.8,85049
14A,1,11,4.1,85039
14A,1,12,4.3,85029
14A,1,13,4.5,85019
14A,1,14,4.8,94079
14A,1,15,5.4,94069
14A,1,16,5.7,94059
14A,1,17,6.1,94049
14A,1,18,6.3,94089
14A,1,19,6.6,94039
14A,1,20,7,94029
14A,1,21,7.2,94019
14A,1,22,7.6,93099
14A,1,23,8.1,93089
14A,1,24,8.4,93079
14A,1,25,8.7,93069
14A,1,26,9.1,93059
14A,1,27,9.4,92159
14A,1,28,9.7,92149
14A,1,29,10,92139
14A,1,30,10.5,92129
14A,1,31,11,92119
14A,1,32,11.2,92109
14A,1,33,11.5,92099
14A,1,34,11.9,91079
14A,1,35,12.2,91069
14A,1,36,12.8,91059
14A,1,37,13,91049
14A,1,38,13.4,91091
14A,1,39,13.7,80271
14A,1,40,14.1,80141
14A,1,41,14.8,80219
14A,1,42,16.2,80169
14A,1,43,16.9,80159
14A,1,44,18,04111
14A,1,45,18.4,04121
14A,1,46,18.7,08041
14A,1,47,19,08031
14A,1,48,19.5,08111
14A,1,49,19.8,08121
14A,1,50,20.1,09059
14e,1,1,0,84211
14e,1,2,0.2,84221
14e,1,3,0.6,84231
14e,1,4,1,84241
14e,1,5,4.9,94049
14e,1,6,5.1,94089
14e,1,7,5.4,94039
14e,1,8,5.8,94029
14e,1,9,6,94019
14e,1,10,6.4,93099
14e,1,11,6.9,93089
14e,1,12,7.2,93079
14e,1,13,7.5,93069
14e,1,14,7.9,93059
14e,1,15,8.2,92159
14e,1,16,8.5,92149
14e,1,17,8.8,92139
14e,1,18,9.3,92129
14e,1,19,9.8,92119
14e,1,20,10,92109
14e,1,21,10.3,92099
14e,1,31,15.7,80159
14e,1,32,16.8,04111
14e,1,33,17.2,04121
14e,1,34,17.5,08041
14e,1,35,17.8,08031
14e,1,36,18.3,08111
14e,1,37,18.6,08121
14e,1,38,19.3,09011
14e,1,39,19.6,09023
14e,1,40,20.3,09048
14e,2,1,0,09048
14e,2,2,0.6,09038
14e,2,3,1,08138
14e,2,4,1.4,08057
14e,2,5,1.9,08069
14e,2,6,2.2,04179
14e,2,7,2.6,02049
14e,2,8,3.2,80151
14e,2,18,8.7,92091
14e,2,19,9,92101
14e,2,20,9.2,92111
14e,2,21,9.7,92121
14e,2,22,10.2,92131
14e,2,23,10.6,92141
14e,2,24,10.8,92151
14e,2,25,11.1,93051
14e,2,26,11.5,93061
14e,2,27,11.9,93071
14e,2,28,12.3,93081
14e,2,29,12.6,93091
14e,2,30,13,94011
14e,2,31,13.4,94021
14e,2,32,13.7,94031
14e,2,33,14.1,94041
14e,2,34,18.1,84249
14e,2,35,18.5,84239
14e,2,36,18.9,84229
14e,2,37,19.2,84219
15,1,1,0,77009
15,1,2,0.6,77139
15,1,3,1,77029
15,1,7,3.3,76191
15,1,8,3.8,76149
15,1,9,4.2,76139
15,1,10,4.8,76069
15,1,11,5.5,75059
15,1,12,5.9,75229
15,1,13,6.4,75239
15,1,14,6.8,75249
15,1,15,7.1,75259
15,1,16,9.6,84481
15,1,17,10.1,84701
15,1,18,10.4,72031
15,1,19,10.7,72041
15,1,20,11.1,72051
15,1,21,11.6,71091
15,1,22,12,72019
15,1,23,12.7,83119
15,1,24,12.9,83109
15,1,25,13.6,83299
15,1,26,14.1,83151
15,1,27,14.2,83139
15,1,28,14.4,83129
15,1,29,14.7,92209
15,1,30,15,92309
15,1,31,15.5,92069
15,1,32,15.9,92059
15,1,33,16.2,92049
15,1,34,17.3,92041
15,1,35,17.7,92051
15,1,36,18.1,92061
15,1,37,18.6,92301
15,1,38,19,92201
15,1,39,19.2,83121
15,1,40,19.5,83159
15,1,41,19.8,83169
15,1,42,20,83291
15,1,43,20.7,83101
15,1,44,21,83111
15,1,45,21.5,72011
15,1,46,21.8,71099
15,1,47,22.4,72059
15,1,48,22.8,72049
15,1,49,23.1,72039
15,1,50,23.4,84709
15,1,51,23.9,84489
15,1,52,26.2,75251
15,1,53,26.5,75241
15,1,54,26.9,75231
15,1,55,27.3,75221
15,1,56,27.8,75051
15,1,57,28.4,76061
15,1,58,28.9,76131
15,1,59,29.3,76141
15,1,60,29.7,76199
15,1,64,32.1,77021
15,1,65,32.3,77141
15,1,66,32.5,77131
15,1,67,33.1,77009
150,1,1,0,82009
150,1,2,0.5,82061
150,1,3,1.2,83299
150,1,4,1.7,83151
150,1,5,1.8,83139
150,1,6,2,83129
150,1,7,2.3,92209
150,1,8,2.6,92309
150,1,9,3.2,92239
150,1,10,3.7,92229
150,1,11,4,92219
150,1,12,4.3,92079
150,1,13,4.7,92301
150,1,14,5.1,92201
150,1,15,5.3,83121
150,1,16,5.6,83159
150,1,17,5.9,83169
150,1,18,6.1,83291
150,1,19,6.6,82069
150,1,20,7.1,82221
150,1,21,7.8,82009
151,1,1,0,64009
151,1,2,0.7,64249
151,1,3,1.2,64239
151,1,4,1.7,64209
151,1,5,2,63071
151,1,6,2.3,63081
151,1,7,2.7,63091
151,1,8,3,63101
151,1,9,3.4,62231
151,1,10,3.7,62241
151,1,11,4.1,71051
151,1,12,4.9,71029
151,1,13,5.4,71179
151,1,14,6,70149
151,1,15,6.4,70139
151,1,16,6.7,70129
151,1,17,7,70119
151,1,18,7.4,70109
151,1,19,7.8,60219
151,1,20,8.4,60089
151,1,21,9.1,52089
151,1,22,11,52079
151,1,23,12.2,51099
151,1,24,13.1,40249
151,1,25,13.4,40239
151,1,26,13.9,40091
151,1,27,14.4,41011
151,1,28,14.8,41021
151,1,29,15.2,41031
151,1,30,15.4,41041
151,1,31,15.8,41051
151,1,32,16,41061
151,1,33,16.4,41071
151,1,34,17,41081
151,1,35,17.3,42011
151,1,36,17.6,42021
151,1,37,17.9,42031
151,1,38,18.3,42041
151,1,39,18.8,42051
151,1,40,19.1,42061
151,1,41,19.4,42149
151,1,42,20,12109
151,1,43,20.4,12099
151,1,44,20.6,12089
151,1,45,21.1,12079
151,1,46,21.4,12069
151,1,47,21.9,17119
151,1,48,22.1,17109
151,1,49,22.9,17099
151,1,50,24,16161
151,1,51,24.3,16171
151,1,52,24.7,16181
151,1,53,24.9,16191
151,1,54,25.2,16009
151,2,1,0,16009
151,2,2,0.6,16199
151,2,3,0.8,16189
151,2,4,1.1,16179
151,2,5,1.5,16169
151,2,6,2.6,17091
151,2,7,3.2,17101
151,2,8,3.6,17111
151,2,9,4,12061
151,2,10,4.3,12071
151,2,11,4.8,12081
151,2,12,5.2,12091
151,2,13,5.6,12101
151,2,14,6,42141
151,2,15,6.6,42059
151,2,16,6.8,42049
151,2,17,7.2,42039
151,2,18,7.7,42029
151,2,19,8.2,42019
151,2,20,8.6,41089
151,2,21,9,41079
151,2,22,9.6,41069
151,2,23,10,41049
151,2,24,10.7,41029
151,2,25,11.2,41019
151,2,26,11.6,40099
151,2,27,11.9,40231
151,2,28,13.4,51091
151,2,29,13.8,51101
151,2,30,14.6,52071
151,2,31,16.5,52081
151,2,32,17.2,60081
151,2,33,17.7,60211
151,2,34,18.1,70101
151,2,35,18.5,70111
151,2,36,19,70121
151,2,37,19.4,70131
151,2,38,19.7,70141
151,2,39,20.1,71011
151,2,40,20.3,71171
151,2,41,20.7,71021
151,2,42,21,71069
151,2,43,21.4,71059
151,2,44,21.8,62249
151,2,45,22.2,62239
151,2,46,22.6,63109
151,2,47,22.9,63099
151,2,48,23.3,63089
151,2,49,23.7,63079
151,2,50,24,64201
151,2,51,24.5,64231
151,2,52,24.9,64241
151,2,53,25.7,64009
151e,1,1,0,64009
151e,1,2,0.7,64249
151e,1,3,1.2,64239
151e,1,4,1.7,64209
151e,1,5,2,63071
151e,1,6,2.3,63081
151e,1,7,2.7,63091
151e,1,8,3,63101
151e,1,21,9.1,52089
151e,1,22,11,52079
151e,1,40,19.4,42149
151e,1,41,20,12109
151e,1,42,20.4,12099
151e,1,43,20.6,12089
151e,1,44,21.1,12079
151e,1,45,21.4,12069
151e,1,46,21.9,17119
151e,1,47,22.1,17109
151e,1,48,22.9,17099
151e,1,49,24,16161
151e,1,50,24.3,16171
151e,1,51,24.7,16181
151e,1,52,24.9,16191
151e,1,53,25.2,16009
151e,2,1,0,16009
151e,2,2,0.6,16199
151e,2,3,0.8,16189
151e,2,4,1.1,16179
151e,2,5,1.5,16169
151e,2,6,2.6,17091
151e,2,7,3.2,17101
151e,2,8,3.6,17111
151e,2,9,4,12061
151e,2,10,4.3,12071
151e,2,11,4.8,12081
151e,2,12,5.2,12091
151e,2,13,5.6,12101
151e,2,14,6,42141
151e,2,30,14.6,52071
151e,2,31,16.5,52081
151e,2,46,22.6,63109
151e,2,47,22.9,63099
151e,2,48,23.3,63089
151e,2,49,23.7,63079
151e,2,50,24,64201
151e,2,51,24.5,64231
151e,2,52,24.9,64241
151e,2,53,25.7,64009
153,1,1,0,10009
153,1,2,0.4,10659
153,1,3,0.6,10101
153,1,4,1.1,10111
153,1,5,1.4,10131
153,1,6,2.1,11021
153,1,7,2.4,11031
153,1,8,3.1,11041
153,1,9,3.5,11051
153,1,10,3.9,11061
153,1,11,4.3,11071
153,1,12,4.6,11081
153,1,13,5,11091
153,1,14,5.5,11101
153,1,15,5.8,11111
153,1,16,6,41101
153,1,17,6.4,41111
153,1,18,7.1,41029
153,1,19,7.6,41019
153,1,20,8,40099
153,1,21,8.3,40231
153,1,22,9.8,51091
153,1,23,10.2,51101
153,1,24,11,52071
153,1,25,11.6,52181
153,1,26,11.8,52231
153,1,27,12.4,52271
153,1,28,13,52369
153,1,29,13.8,52051
153,1,30,14.3,52061
153,1,31,14.8,66061
153,1,32,15.3,66071
153,1,33,15.6,66081
153,1,34,15.9,62111
153,1,35,16.1,62121
153,1,36,16.4,62131
153,1,37,16.8,62141
153,1,38,17.3,63011
153,1,39,17.8,63021
153,1,40,18.4,63031
153,1,41,18.7,63041
153,1,42,18.9,63051
153,1,43,19.2,63061
153,1,44,19.4,64011
153,1,45,20.1,64009
153,2,1,0,64009
153,2,2,0.7,64019
153,2,3,1,63069
153,2,4,1.3,63059
153,2,5,1.7,63049
153,2,6,2.1,63039
153,2,7,2.6,63029
153,2,8,3.2,63019
153,2,9,3.5,62149
153,2,10,3.9,62139
153,2,11,4.2,62129
153,2,12,4.5,62119
153,2,13,4.9,66089
153,2,14,5.3,66079
153,2,15,5.9,66069
153,2,16,6.4,52069
153,2,17,6.6,52059
153,2,18,7.2,52361
153,2,19,7.8,52279
153,2,20,8.4,52239
153,2,21,8.7,52189
153,2,22,9.8,52079
153,2,23,11,51099
153,2,24,11.9,40249
153,2,25,12.2,40239
153,2,26,12.7,40091
153,2,27,13.2,41011
153,2,28,13.6,41021
153,2,29,14.1,41119
153,2,30,14.4,41109
153,2,31,14.8,11119
153,2,32,15.1,11109
153,2,33,15.4,11099
153,2,34,15.8,11089
153,2,35,16.3,11079
153,2,36,16.6,11069
153,2,37,17,11059
153,2,38,17.4,11049
153,2,39,17.8,11039
153,2,40,18.2,11029
153,2,41,18.8,11019
153,2,42,19.1,10139
153,2,43,19.4,10119
153,2,44,20,10651
153,2,45,20.3,10009
154,1,1,0,22009
154,1,2,0.9,21699
154,1,3,1.1,21689
154,1,4,1.7,28099
154,1,5,2.4,21669
154,1,6,2.8,21659
154,1,7,3.1,21649
154,1,8,3.4,21639
154,1,9,3.8,21759
154,1,10,4,21769
154,1,11,4.3,21779
154,1,12,4.7,21559
154,1,13,4.9,21179
154,1,14,5.4,21029
154,1,15,6,21019
154,1,16,7.4,20089
154,1,17,8,20069
154,1,18,8.4,20059
154,1,19,9.2,20039
154,1,20,9.7,20029
154,1,21,10.3,17059
154,1,22,10.7,17189
154,1,23,11,17179
154,1,24,11.3,17169
154,1,25,11.7,17159
154,1,26,12.2,17101
154,1,27,12.6,17111
154,1,28,13,12061
154,1,29,13.3,12071
154,1,30,13.8,12081
154,1,31,14.2,12091
154,1,32,14.6,12101
154,1,33,15,42141
154,1,34,15.6,42059
154,1,35,15.8,42049
154,1,36,16.2,42039
154,1,37,16.7,42029
154,1,38,17.2,42019
154,1,39,17.6,41089
154,1,40,18,41079
154,1,41,18.6,41069
154,1,42,19,41049
154,1,43,19.7,41029
154,1,44,20.2,41019
154,1,45,20.6,40099
154,1,46,20.9,40231
154,1,47,22.4,51091
154,1,48,22.8,51101
154,1,49,23.6,52071
154,1,50,25.5,52081
154,1,51,26.2,60081
154,1,52,26.7,60211
154,1,53,27.1,70101
154,1,54,27.5,70111
154,1,55,28,70039
154,1,56,28.3,70151
154,1,57,28.6,70161
154,1,58,29,70171
154,1,59,29.2,70181
154,1,60,29.4,70191
154,1,61,29.6,70371
154,1,62,29.9,70259
154,1,63,30.3,81101
154,1,64,30.6,81111
154,1,65,31.1,82011
154,1,66,31.3,82032
154,1,67,32,82009
154,2,1,0,82009
154,2,2,0.4,82229
154,2,3,0.7,82049
154,2,4,1.1,82029
154,2,6,1.6,81129
154,2,7,1.9,81119
154,2,8,2.2,81109
154,2,9,2.7,70251
154,2,10,2.9,70379
154,2,11,3.1,70201
154,2,12,3.5,70211
154,2,13,4,70221
154,2,14,4.4,70231
154,2,15,4.7,70241
154,2,16,5,70021
154,2,17,5.3,70031
154,2,18,5.7,70119
154,2,19,6.1,70109
154,2,20,6.5,60219
154,2,21,7.1,60089
154,2,22,7.8,52089
154,2,23,9.7,52079
154,2,24,10.9,51099
154,2,25,11.8,40249
154,2,26,12.1,40239
154,2,27,12.6,40091
154,2,28,13.1,41011
154,2,29,13.5,41021
154,2,30,13.9,41031
154,2,31,14.1,41041
154,2,32,14.5,41051
154,2,33,14.7,41061
154,2,34,15.1,41071
154,2,35,15.7,41081
154,2,36,16,42011
154,2,37,16.3,42021
154,2,38,16.6,42031
154,2,39,17,42041
154,2,40,17.5,42051
154,2,41,17.8,42061
154,2,42,18.1,42149
154,2,43,18.7,12109
154,2,44,19.1,12099
154,2,45,19.3,12089
154,2,46,19.8,12079
154,2,47,20.1,12069
154,2,48,20.6,17119
154,2,49,20.8,17109
154,2,50,21.5,17151
154,2,51,21.8,17161
154,2,52,22.2,17171
154,2,53,22.5,17181
154,2,54,22.8,17051
154,2,55,23.9,20021
154,2,56,24.4,20031
154,2,57,25.2,20051
154,2,58,25.7,20061
154,2,59,26.3,20081
154,2,60,27.5,21011
154,2,61,28,21021
154,2,62,28.8,21171
154,2,63,29.1,21551
154,2,64,29.4,21771
154,2,65,29.7,21761
154,2,66,30,21751
154,2,67,30.3,21631
154,2,68,30.6,21641
154,2,69,30.9,21651
154,2,70,31.4,21661
154,2,71,31.9,28091
154,2,72,32.6,21681
154,2,73,32.9,21691
154,2,74,33.8,22009
154A,1,1,29.1,21551
154A,1,2,29.4,21771
154A,1,3,29.7,21761
154A,1,4,30,21751
154A,1,5,30.3,21631
154A,1,6,30.6,21641
154A,1,7,30.9,21651
154A,1,8,31.4,21661
154A,1,9,31.9,28091
154B,1,1,0,22009
154B,1,2,0.9,21699
154B,1,3,1.1,21689
154B,1,4,1.7,28099
154B,1,5,2.4,21669
154B,1,6,2.8,21659
154B,1,7,3.1,21649
154B,1,8,3.4,21639
154B,1,9,3.8,21759
154B,1,10,4,21769
154B,1,11,4.3,21779
154B,1,12,4.7,21559
154B,1,13,4.9,21179
154B,1,14,5.4,21029
154B,1,15,6,21019
154B,1,16,7.4,20089
154B,1,17,8,20069
154B,1,18,8.4,20059
154B,1,19,9.2,20039
154B,1,20,9.7,20029
154B,1,21,10.3,17059
154B,1,22,10.7,17189
154B,1,23,11,17179
154B,1,24,11.3,17169
154B,1,25,11.7,17159
154B,1,26,12.2,17101
154B,1,27,12.6,17111
154B,1,28,13,12061
154B,1,29,13.3,12071
154B,1,30,13.8,12081
154B,1,31,14.2,12091
154B,1,32,14.6,12101
155,1,1,0,52009
155,1,2,0.5,52509
155,1,3,0.8,52251
155,1,4,1.3,52271
155,1,5,1.9,52369
155,1,6,2.7,52051
155,1,7,3.2,52061
155,1,8,3.7,66061
155,1,9,4.2,66071
155,1,10,4.7,61049
155,1,11,5.1,61039
155,1,12,5.5,70069
155,1,13,6.2,70059
155,1,14,6.4,70049
155,1,15,6.8,70039
155,1,16,7.1,70151
155,1,17,7.4,70161
155,1,18,7.8,70171
155,1,19,8,70181
155,1,20,8.2,70191
155,1,21,8.5,70201
155,1,22,8.9,70211
155,1,23,9.4,70221
155,1,24,9.8,70231
155,1,25,10.1,70241
155,1,26,10.5,70019
155,1,27,10.9,81099
155,1,28,11.1,81201
155,1,29,11.5,81211
155,1,30,11.9,81221
155,1,31,12.3,81111
155,1,32,12.8,82011
155,1,33,13,82032
155,1,34,13.6,82061
155,1,35,14.3,83299
155,1,36,14.8,83151
155,1,37,14.9,83139
155,1,38,15.1,83129
155,1,39,15.4,92209
155,1,40,15.8,92141
155,1,41,16,92151
155,1,42,16.3,93051
155,1,43,16.7,93061
155,1,44,17,93129
155,1,45,17.4,93031
155,1,46,18.1,93041
155,1,47,18.4,93139
155,1,48,18.8,84159
155,1,49,19.4,84169
155,1,50,20,84041
155,1,51,20.2,84191
155,1,52,20.5,84351
155,1,53,21.2,84009
155,2,1,0,84009
155,2,2,0.9,84359
155,2,3,1.3,84199
155,2,4,1.5,84049
155,2,5,2,84161
155,2,6,2.6,84151
155,2,7,3.1,93131
155,2,8,3.4,93049
155,2,9,3.8,93039
155,2,10,4.1,93201
155,2,11,4.5,93121
155,2,12,4.9,93069
155,2,13,5.3,93059
155,2,14,5.6,92159
155,2,15,5.9,92149
155,2,16,6.3,92201
155,2,17,6.5,83121
155,2,18,6.9,83131
155,2,19,7.1,83141
155,2,20,7.4,83029
155,2,21,7.8,82069
155,2,22,8.3,82049
155,2,23,8.7,82029
155,2,24,9.2,81129
155,2,25,9.5,81119
155,2,26,9.8,81229
155,2,27,10.2,81219
155,2,28,10.5,81209
155,2,29,10.9,81091
155,2,30,11.3,70011
155,2,31,11.9,70151
155,2,32,12.2,70161
155,2,33,12.6,70171
155,2,34,12.8,70181
155,2,35,13,70191
155,2,36,13.3,70201
155,2,37,13.7,70211
155,2,38,14.2,70221
155,2,39,14.6,70231
155,2,40,14.9,70241
155,2,41,15.2,70021
155,2,42,15.5,70031
155,2,43,16,70041
155,2,44,16.3,70051
155,2,45,16.8,70061
155,2,46,17.3,61031
155,2,47,17.6,61041
155,2,48,17.8,66089
155,2,49,18.2,66079
155,2,50,18.8,66069
155,2,51,19.3,52069
155,2,52,19.5,52059
155,2,53,20.1,52361
155,2,54,20.7,52279
155,2,55,21.2,52259
155,2,56,21.6,52501
155,2,57,22,52009
156,1,1,0,67009
156,1,2,0.2,67409
156,1,3,0.6,67441
156,1,4,1.1,67271
156,1,5,1.4,67461
156,1,6,1.8,67451
156,1,7,2,64621
156,1,8,2.3,64461
156,1,9,2.6,66499
156,1,10,3.1,66489
156,1,11,3.6,64119
156,1,12,4.1,64109
156,1,13,4.5,63219
156,1,14,4.8,63209
156,1,15,5.2,63199
156,1,16,5.5,63189
156,1,17,5.7,63179
156,1,18,6.1,63369
156,1,19,6.5,66059
156,1,20,6.9,66049
156,1,21,7.2,66039
156,1,22,7.9,66099
156,1,23,8.8,54109
156,1,24,9.4,54531
156,1,25,9.7,53241
156,1,26,10.3,53231
156,1,27,10.7,53211
156,1,28,11.4,52019
156,1,29,11.9,51139
156,1,30,12.4,51069
156,1,31,12.9,51059
156,1,32,13.3,51049
156,1,33,13.6,51039
156,1,34,13.8,51029
156,1,35,14.4,51109
156,1,36,15,51099
156,1,37,15.9,40249
156,1,38,16.2,40239
156,1,39,16.7,40091
156,1,40,17.2,41011
156,1,41,17.6,41021
156,1,42,18,41031
156,1,43,18.2,41041
156,1,44,18.6,41051
156,1,45,18.8,41061
156,1,46,19.2,41071
156,1,47,19.8,41081
156,1,48,20.2,42129
156,1,49,20.4,42139
